months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_relationship,capital-gains,capital-loss,incident_date,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,incident_type_Multi-vehicle Collision,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_?,collision_type_Front Collision,collision_type_Rear Collision,collision_type_Side Collision,policy_year
118,28,283414,1991-12-28,IN,2000,1207.36,0,432896,FEMALE,High School,own-child,0,-57000,2015-03-01,1,WV,22,2,NO,1,0,?,74200,7420,14840,51940,1997,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1991
298,47,163161,1998-11-11,IL,2000,1338.5,0,618929,FEMALE,PhD,other-relative,28800,0,2015-02-02,1,NY,1,1,?,0,0,?,70590,10860,10860,48870,2000,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1998
87,31,853360,2009-06-26,IN,1000,1074.07,0,451312,FEMALE,Masters,husband,0,-47500,2015-01-27,1,NY,16,3,NO,0,3,YES,60940,5540,11080,44320,2006,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2009
261,42,776860,2009-01-11,OH,500,1337.56,0,605141,FEMALE,College,unmarried,0,0,2015-01-12,1,SC,18,1,?,1,2,YES,74700,7470,14940,52290,2010,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2009
453,60,149367,2003-03-18,IN,500,1298.91,6000000,459504,MALE,PhD,unmarried,52600,-38800,2015-01-06,1,NC,0,1,YES,0,0,?,70000,14000,7000,49000,2015,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2003
210,41,395269,2012-11-02,IL,500,1222.75,0,432781,MALE,High School,other-relative,0,-41000,2015-01-30,1,WV,12,3,?,2,0,NO,81070,14740,14740,51590,2001,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2012
168,32,981123,2000-05-04,IN,1000,1059.52,0,452748,MALE,MD,own-child,0,-40600,2015-03-01,1,VA,13,2,?,1,1,?,57720,14430,9620,33670,2007,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000
390,51,143626,1999-09-29,OH,2000,1124.38,0,618316,MALE,Associate,other-relative,0,0,2015-02-24,0,VA,9,1,YES,1,1,YES,7080,1180,1180,4720,2001,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1999
258,46,648397,1999-03-09,IN,1000,1110.37,10000000,455365,MALE,MD,other-relative,34400,-56800,2015-01-24,1,NY,14,3,NO,0,1,?,47700,4770,9540,33390,1997,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1999
107,31,154982,1991-02-13,IL,2000,1374.22,0,470603,FEMALE,PhD,other-relative,62000,-63100,2015-02-26,1,SC,16,1,NO,0,3,NO,51260,9320,9320,32620,2002,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1991
225,41,330591,1993-08-05,OH,2000,1103.58,0,475292,MALE,High School,unmarried,41200,-36200,2015-01-19,1,NY,20,3,?,2,2,NO,70400,6400,12800,51200,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1993
164,38,319232,1997-10-31,IL,2000,1269.76,0,467743,FEMALE,PhD,not-in-family,44300,0,2015-01-17,1,NY,4,1,NO,1,3,YES,90000,18000,9000,63000,2015,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1997
245,39,531640,2001-04-21,OH,500,964.79,8000000,460675,FEMALE,Associate,husband,58000,0,2015-02-20,1,NY,7,3,?,0,1,?,72820,13240,6620,52960,2010,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2001
255,41,368050,2013-01-08,IL,2000,1167.3,4000000,618123,MALE,High School,other-relative,0,0,2015-02-22,1,SC,22,1,NO,2,0,?,69300,13860,13860,41580,2000,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2013
206,36,253791,2009-07-23,IL,500,1625.45,4000000,607452,FEMALE,MD,other-relative,0,-53700,2015-01-23,1,NY,11,1,NO,2,1,NO,76560,12760,12760,51040,2008,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2009
203,38,155724,1998-02-20,IL,500,1394.43,0,606352,FEMALE,Masters,not-in-family,0,0,2015-01-31,1,VA,7,1,?,0,1,YES,55440,0,6160,49280,1999,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1998
22,25,824540,2008-03-13,OH,2000,1053.24,0,603527,FEMALE,College,other-relative,51100,0,2015-01-05,1,NC,0,4,YES,1,0,NO,77130,8570,17140,51420,1995,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2008
211,35,717392,1996-08-20,IL,500,1040.75,0,445601,FEMALE,JD,not-in-family,0,0,2015-02-03,1,WV,1,1,YES,1,1,?,42000,7000,7000,28000,2011,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1996
206,39,965768,2014-07-27,IN,1000,1302.4,6000000,603948,MALE,JD,unmarried,47200,-69700,2015-02-17,1,NY,12,3,NO,2,3,YES,36300,3300,9900,23100,2013,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014
166,38,414779,1992-11-09,IL,2000,1588.55,0,435758,MALE,MD,unmarried,59600,-32100,2015-01-09,1,WV,8,1,NO,0,0,?,40320,5760,5760,28800,2001,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1992
165,32,428230,2012-06-04,IN,500,1399.26,0,611586,FEMALE,High School,own-child,70500,0,2015-02-08,1,PA,9,1,?,2,0,?,3960,330,660,2970,1998,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2012
274,43,517240,2001-05-13,OH,2000,1352.31,0,465263,MALE,College,wife,40700,-47300,2015-02-06,1,NY,22,1,YES,0,3,YES,63840,10640,10640,42560,2006,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2001
81,28,469874,2011-09-17,IL,1000,1139.0,6000000,617858,FEMALE,Masters,husband,42400,0,2015-01-14,1,SC,0,3,?,1,2,?,44730,4970,4970,34790,2000,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011
280,45,718428,2011-07-15,IN,1000,1397.67,0,607889,MALE,JD,wife,57900,0,2015-01-22,1,NY,0,3,YES,1,2,NO,84720,14120,14120,56480,1999,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011
194,39,620215,2005-07-27,IN,500,823.17,0,455689,MALE,Masters,own-child,0,0,2015-02-23,1,WV,3,3,?,2,2,NO,61500,6150,12300,43050,2012,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2005
112,27,618659,2005-10-18,OH,500,965.13,0,450341,FEMALE,Masters,unmarried,60000,-54800,2015-02-22,1,NC,21,3,?,0,1,?,51000,8500,8500,34000,2013,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2005
24,33,649082,1996-01-19,IL,1000,1922.84,0,431277,FEMALE,High School,wife,0,-45200,2015-01-24,1,WV,0,1,?,2,1,NO,46800,4680,9360,32760,2002,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1996
93,32,437573,2005-09-29,OH,2000,1624.82,0,454656,MALE,PhD,unmarried,65300,-65600,2015-02-09,1,WV,16,1,?,1,1,?,78120,17360,8680,52080,2006,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2005
171,34,964657,1997-02-18,IN,2000,1277.25,0,605169,FEMALE,College,other-relative,84900,0,2015-01-19,1,NY,14,1,NO,1,2,?,69200,13840,6920,48440,1996,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1997
200,40,932502,2010-05-11,IL,1000,1439.34,0,444822,FEMALE,High School,other-relative,45300,-20400,2015-01-01,1,VA,9,1,?,0,0,NO,3690,410,410,2870,2015,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2010
120,28,434507,2009-02-06,IL,1000,1281.27,0,447442,FEMALE,PhD,not-in-family,68900,0,2015-01-07,1,SC,9,3,NO,0,3,?,65500,6550,6550,52400,2010,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2009
325,46,935277,2013-07-09,IL,500,1348.83,0,474360,FEMALE,High School,wife,46300,-77500,2015-02-01,1,NC,21,3,?,1,2,YES,76120,13840,6920,55360,1999,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013
124,32,756054,1992-06-06,IL,1000,1198.15,0,447925,FEMALE,MD,not-in-family,0,-43200,2015-02-21,1,VA,19,3,NO,0,2,YES,73560,12260,12260,49040,1995,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1992
211,35,682387,1998-03-08,OH,2000,1221.22,0,451586,MALE,Masters,other-relative,76000,0,2015-01-21,1,NY,2,1,YES,0,1,?,52030,9460,4730,37840,2008,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1998
287,41,456604,2004-03-29,IL,2000,968.74,0,477519,MALE,Masters,wife,0,-49000,2015-01-19,0,SC,9,1,?,2,3,?,5170,470,940,3760,2001,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2004
122,34,139872,2006-06-01,IN,1000,1220.71,0,603639,MALE,PhD,own-child,58600,-28700,2015-02-27,0,SC,5,1,?,2,1,YES,8190,1890,1260,5040,2013,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2006
22,29,354105,1994-06-08,IN,2000,1238.62,6000000,463993,MALE,MD,other-relative,0,-56200,2015-02-14,1,SC,14,1,?,2,3,?,70800,7080,14160,49560,2012,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1994
106,31,165485,1998-02-12,IL,2000,1320.75,0,441491,FEMALE,JD,wife,54100,0,2015-02-01,1,WV,20,3,?,0,3,YES,45630,5070,5070,35490,2011,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1998
398,58,515050,2000-11-16,OH,500,990.98,0,469429,FEMALE,Associate,wife,0,-57900,2015-02-02,1,NC,18,1,YES,2,1,?,99320,7640,15280,76400,2002,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2000
214,41,795686,2004-10-24,IL,500,1398.51,4000000,472214,MALE,Masters,not-in-family,0,-57100,2015-02-01,1,NC,13,3,?,2,0,NO,64000,12800,6400,44800,1996,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2004
209,38,395983,2009-11-08,OH,500,1355.08,0,614945,FEMALE,MD,other-relative,58100,0,2015-01-19,1,WV,21,1,?,1,1,?,47300,4730,4730,37840,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2009
82,27,119513,1996-09-21,IL,1000,1384.51,0,476727,MALE,PhD,not-in-family,13100,-38200,2015-02-18,1,SC,14,1,NO,2,3,?,71680,8960,8960,53760,2007,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1996
193,41,217938,1995-07-16,OH,500,847.03,0,438555,FEMALE,JD,not-in-family,0,0,2015-02-08,1,SC,1,1,?,1,0,YES,112320,17280,17280,77760,2011,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1995
134,32,203914,2001-06-09,OH,1000,1000.06,0,440961,FEMALE,PhD,wife,0,0,2015-01-09,1,NY,17,1,?,1,0,?,82720,7520,15040,60160,2014,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2001
288,45,565157,2002-10-06,IL,1000,1046.71,0,616714,MALE,Masters,husband,0,0,2015-02-27,1,NC,4,3,?,2,1,?,48060,10680,5340,32040,2009,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2002
104,32,904191,1997-07-14,IN,500,1158.03,0,434247,MALE,High School,own-child,31900,-44600,2015-01-08,1,NY,23,3,YES,1,3,YES,63570,9780,9780,44010,2006,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1997
431,54,419510,1994-11-11,OH,1000,1372.27,0,436547,FEMALE,Masters,own-child,17600,0,2015-01-08,1,WV,13,3,NO,2,3,?,63240,10540,10540,42160,1997,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1994
101,33,575000,2012-06-23,OH,1000,1053.04,7000000,619540,FEMALE,Masters,own-child,52000,-44500,2015-02-24,1,NC,20,3,NO,1,3,?,54240,9040,9040,36160,2013,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2012
375,50,120485,2007-02-18,OH,1000,1275.39,0,466283,MALE,Associate,other-relative,0,0,2015-02-12,1,NY,16,1,YES,2,3,NO,37280,0,0,37280,1996,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2007
461,61,781181,2005-06-27,OH,2000,1402.75,0,449557,MALE,JD,husband,0,0,2015-02-18,1,NY,10,3,?,2,1,YES,72100,7210,14420,50470,2006,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2005
428,59,299796,1999-09-29,IN,500,1344.36,7000000,473329,FEMALE,JD,other-relative,0,0,2015-02-06,0,WV,8,1,?,2,3,NO,6500,1300,650,4550,2013,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1999
45,38,589749,2006-05-14,IN,1000,1197.71,0,470117,MALE,Masters,not-in-family,29000,0,2015-02-14,1,WV,17,3,?,2,0,?,78240,13040,13040,52160,2013,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2006
136,29,854021,2010-04-29,OH,500,1203.24,0,600702,FEMALE,JD,other-relative,62500,-66900,2015-02-05,1,NY,9,1,?,2,0,?,6200,1240,620,4340,1999,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2010
216,36,454086,1992-11-10,IN,1000,1152.4,0,615921,FEMALE,Associate,unmarried,39600,-82400,2015-01-25,1,VA,0,1,YES,2,3,?,6160,560,1680,3920,2014,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1992
278,48,139484,1999-07-24,IN,2000,1142.62,7000000,475588,FEMALE,MD,not-in-family,0,-54000,2015-01-16,1,SC,12,1,?,2,0,?,76050,11700,11700,52650,1997,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1999
295,48,678849,1992-02-22,OH,1000,1332.07,0,609409,FEMALE,MD,unmarried,49700,-59100,2015-01-28,1,NY,20,2,NO,2,1,YES,86060,13240,13240,59580,2002,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1992
112,30,346940,2002-09-13,OH,1000,1166.54,0,479852,FEMALE,Masters,not-in-family,47700,-59300,2015-01-21,1,SC,3,1,YES,2,0,NO,107900,10790,21580,75530,1997,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2002
122,34,985436,2003-08-09,IL,500,1495.06,0,452249,FEMALE,Masters,unmarried,38100,-31400,2015-01-07,1,PA,18,3,NO,2,0,YES,99990,18180,18180,63630,2011,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003
108,29,237418,2007-12-04,IN,1000,1337.92,0,441536,FEMALE,PhD,not-in-family,71400,0,2015-02-23,1,WV,4,3,NO,2,2,YES,61380,11160,5580,44640,2012,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2007
14,28,335780,2002-07-22,OH,2000,1587.96,0,601617,FEMALE,Associate,unmarried,0,-26900,2015-02-14,1,WV,18,1,?,2,1,YES,71280,12960,12960,45360,2012,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2002
298,45,491392,1992-07-03,IL,1000,1362.29,0,442598,MALE,High School,unmarried,0,-51100,2015-02-27,1,NY,18,3,NO,0,0,NO,64000,12800,6400,44800,1999,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1992
276,46,140880,2005-03-29,IL,500,1448.84,0,430987,FEMALE,Masters,husband,0,-50000,2015-02-21,1,SC,7,1,?,0,1,NO,5940,660,660,4620,2015,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2005
47,37,962591,2008-03-16,IN,2000,1241.97,0,430104,MALE,High School,not-in-family,75400,0,2015-01-05,0,NY,18,1,NO,1,0,NO,6700,670,670,5360,2011,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2008
222,42,922565,1999-05-23,IL,500,1124.6,0,612904,MALE,Associate,not-in-family,0,0,2015-01-30,1,NY,23,3,YES,0,0,?,51740,11940,7960,31840,2006,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1999
119,28,288580,2012-11-22,OH,2000,1079.92,0,430886,MALE,High School,husband,88800,0,2015-02-26,1,PA,1,1,?,0,1,YES,53600,6700,6700,40200,2007,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2012
73,29,154280,1993-01-29,IL,1000,1447.78,0,467947,MALE,College,wife,35100,-59900,2015-01-10,1,SC,15,3,YES,1,0,?,44910,4990,4990,34930,2001,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993
8,31,425973,2003-02-11,IN,500,1229.16,4000000,604804,FEMALE,MD,wife,0,-88300,2015-02-23,1,PA,2,3,?,0,2,YES,48100,11100,7400,29600,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2003
294,44,477177,1990-08-15,IL,1000,1226.49,0,460308,FEMALE,PhD,unmarried,53900,0,2015-02-05,0,WV,3,1,NO,0,1,NO,6100,610,1220,4270,2002,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1990
324,46,648509,2010-03-06,IN,2000,897.89,6000000,618862,MALE,MD,wife,0,-41300,2015-01-21,1,PA,13,1,?,1,0,YES,79600,15920,15920,47760,2011,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2010
155,34,914815,1990-09-27,IN,500,1706.79,0,462479,MALE,Masters,other-relative,0,0,2015-01-07,1,OH,1,1,NO,1,1,YES,77040,8560,8560,59920,1998,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1990
261,45,249048,2005-06-17,IL,1000,1254.18,0,457555,FEMALE,PhD,other-relative,0,-45100,2015-01-11,1,SC,16,1,YES,0,1,?,62590,11380,11380,39830,2003,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2005
245,40,144323,2001-09-14,IN,500,885.08,0,459984,FEMALE,Masters,other-relative,27000,-58900,2015-02-06,1,WV,0,1,YES,0,1,NO,85150,13100,13100,58950,1998,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2001
235,39,651861,2011-01-07,IL,500,1046.58,4000000,434982,MALE,MD,wife,0,-31700,2015-01-24,0,NY,1,1,?,2,1,NO,4950,450,900,3600,2010,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2011
53,36,125324,2003-09-13,OH,2000,1712.68,0,614233,MALE,Associate,not-in-family,72200,0,2015-02-18,1,VA,17,3,?,2,0,YES,51100,10220,5110,35770,2006,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2003
426,54,398102,1997-10-24,IL,2000,1097.71,0,605258,FEMALE,Masters,not-in-family,29600,-22300,2015-01-12,1,SC,13,1,YES,2,3,?,100800,16800,16800,67200,1997,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1997
111,27,514065,2009-01-04,IN,500,1363.77,4000000,604377,FEMALE,Masters,husband,51100,0,2015-01-17,1,VA,12,1,YES,2,3,NO,90970,16540,16540,57890,2009,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2009
86,26,391652,1998-10-12,OH,500,1382.88,7000000,434923,MALE,JD,other-relative,0,-30300,2015-01-12,1,SC,11,1,?,1,1,YES,81840,14880,7440,59520,2011,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1998
296,46,922167,1993-02-23,OH,1000,1141.35,7000000,476456,MALE,Masters,not-in-family,0,0,2015-01-06,1,NY,18,1,?,0,2,NO,54900,5490,5490,43920,2013,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1993
125,35,442795,1996-07-07,OH,500,1054.83,7000000,446788,MALE,JD,husband,0,-51300,2015-02-25,1,NY,17,1,YES,2,3,NO,88660,8060,16120,64480,2007,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1996
177,34,226330,2013-01-23,IL,2000,1057.77,0,477382,FEMALE,JD,unmarried,0,-57700,2015-02-16,1,NC,22,3,?,1,1,NO,18000,2250,2250,13500,2009,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013
238,39,134430,2006-12-06,IN,2000,1488.02,0,600275,FEMALE,JD,other-relative,0,-39200,2015-02-25,1,NY,9,1,YES,1,3,YES,5500,1100,550,3850,2010,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2006
81,25,524230,2014-02-23,IN,500,920.3,5000000,461958,FEMALE,High School,own-child,51000,-67900,2015-02-21,1,WV,11,3,?,1,0,?,73920,13440,6720,53760,2003,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014
128,28,438817,2007-11-16,OH,1000,986.53,0,472720,FEMALE,High School,other-relative,62700,0,2015-02-16,1,VA,11,1,NO,0,2,YES,101860,18520,18520,64820,2007,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2007
449,57,293794,1999-04-17,OH,2000,1440.68,0,442395,MALE,Associate,own-child,25000,0,2015-02-09,0,SC,8,1,YES,0,1,YES,5390,980,980,3430,2008,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1999
252,39,868283,2006-02-06,IN,1000,1086.21,0,455340,MALE,JD,unmarried,68500,-57500,2015-02-13,1,SC,18,1,?,1,2,?,50490,5610,5610,39270,2001,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2006
359,47,828890,1993-10-20,OH,2000,1367.68,0,613247,FEMALE,MD,unmarried,0,0,2015-01-11,1,SC,13,1,NO,0,3,NO,55500,5550,11100,38850,2012,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1993
19,32,882920,2006-01-01,OH,1000,1215.85,0,454985,MALE,High School,husband,42900,-90200,2015-01-02,1,VA,8,1,YES,1,1,YES,7040,1280,640,5120,2015,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2006
73,26,918777,2003-04-04,IL,2000,1191.19,4000000,468813,MALE,MD,not-in-family,29300,0,2015-02-12,1,VA,9,3,?,0,1,YES,40160,5020,0,35140,2003,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003
285,44,212580,2014-07-05,IL,1000,1594.45,0,452747,MALE,High School,husband,0,0,2015-02-05,1,NC,17,2,YES,2,3,NO,55680,6960,6960,41760,2006,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014
196,36,602410,1996-01-16,IN,2000,1463.07,0,615611,MALE,MD,own-child,0,0,2015-01-24,1,WV,3,1,?,1,1,NO,5300,530,530,4240,2001,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1996
223,43,976971,2002-04-19,OH,500,1734.09,0,451400,FEMALE,MD,not-in-family,0,0,2015-01-12,0,WV,6,1,YES,0,3,?,5200,650,650,3900,2006,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2002
328,48,630226,2005-12-10,IL,500,1411.43,0,464874,MALE,Masters,own-child,45100,-32800,2015-01-16,1,NY,17,1,YES,2,1,NO,59400,5940,11880,41580,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2005
285,43,171254,1994-11-07,OH,2000,1512.58,0,452496,FEMALE,College,other-relative,47600,0,2015-01-13,1,SC,7,1,?,1,1,?,2520,280,280,1960,1997,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1994
30,31,247116,2012-06-02,IL,2000,1153.35,0,430714,MALE,PhD,not-in-family,0,0,2015-02-02,1,NY,9,1,NO,2,1,YES,5760,960,960,3840,2011,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2012
342,49,505969,1998-04-07,OH,500,1722.95,0,472634,MALE,PhD,not-in-family,63100,-13800,2015-02-28,1,WV,3,1,?,2,0,YES,76700,7670,7670,61360,2006,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1998
219,39,653864,2007-04-25,IN,2000,1281.07,7000000,608371,FEMALE,High School,unmarried,0,0,2015-01-18,1,NY,6,1,NO,0,2,NO,5920,740,740,4440,2015,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2007
468,62,586367,2000-06-30,IL,500,1011.92,0,468168,MALE,PhD,wife,0,0,2015-02-15,1,SC,7,3,YES,0,3,?,64350,7150,7150,50050,2009,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000
241,39,896890,1996-06-04,IL,2000,1042.26,0,464107,MALE,JD,husband,0,0,2015-01-31,1,WV,21,3,NO,1,2,?,19080,4240,2120,12720,1995,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996
223,43,650026,2009-05-09,OH,500,1235.1,0,466959,FEMALE,Masters,not-in-family,66400,-34400,2015-02-10,1,SC,14,1,NO,2,1,NO,54400,5440,5440,43520,2011,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2009
128,32,547744,2001-07-08,OH,2000,768.91,0,443522,FEMALE,College,other-relative,0,-39300,2015-02-26,1,SC,0,1,?,1,0,NO,59800,5980,5980,47840,1999,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2001
124,29,598124,1993-09-20,OH,500,1301.72,0,441726,MALE,Masters,husband,0,0,2015-02-25,1,VA,14,3,?,0,3,YES,72000,7200,7200,57600,2005,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1993
343,48,436126,2009-11-03,IN,500,1451.54,3000000,473412,MALE,JD,husband,0,0,2015-01-08,1,SC,13,4,NO,2,3,NO,65070,7230,14460,43380,2003,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009
404,53,739447,2014-12-10,IN,500,767.14,0,466201,MALE,Associate,not-in-family,25500,-36700,2015-01-14,1,WV,8,1,NO,0,1,NO,8800,1760,880,6160,2002,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2014
63,24,427484,1994-01-08,OH,2000,1620.89,0,469621,FEMALE,High School,other-relative,0,0,2015-02-03,1,NC,7,1,NO,2,0,NO,6120,1020,1020,4080,2015,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1994
210,37,218684,2006-08-05,IN,2000,1048.46,0,466676,MALE,High School,not-in-family,59900,0,2015-01-05,0,OH,9,1,?,1,2,?,7080,1180,590,5310,1999,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2006
335,50,565564,2007-02-07,OH,1000,1538.26,6000000,615346,MALE,High School,other-relative,62200,-31400,2015-01-24,1,NY,12,3,YES,2,3,YES,34320,8580,4290,21450,2009,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2007
11,40,743163,2001-04-09,OH,2000,1217.69,0,440106,FEMALE,MD,wife,24000,0,2015-01-26,1,SC,6,3,?,1,0,?,53460,9720,9720,34020,2004,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2001
142,33,604614,1995-02-17,IN,2000,1362.64,5000000,450332,FEMALE,JD,wife,0,0,2015-01-21,1,NC,11,1,YES,1,3,?,81360,6780,13560,61020,2009,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1995
272,43,509928,1995-07-25,OH,1000,1279.13,0,615226,MALE,PhD,other-relative,0,0,2015-02-06,1,NC,5,3,?,1,2,YES,81070,7370,14740,58960,2006,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1995
